sample_accession	hq_filter	sylph_species	country	collection_date
SAMEA4948495	PASS	Neisseria meningitidis		
SAMEA8114394	PASS	Neisseria meningitidis		
SAMEA3503941	PASS	Neisseria meningitidis		
SAMEA5757490	PASS	Neisseria meningitidis		
SAMN42000951	PASS	Neisseria meningitidis	Belgium	2019-08-10
SAMEA104189267	PASS	Neisseria meningitidis	United Kingdom	2015
SAMEA7838375	PASS	Neisseria meningitidis		
SAMN29757158	PASS	Neisseria meningitidis	USA	2017
SAMD00286490	PASS	Neisseria meningitidis	Japan:Okinawa	2017-11-14
SAMEA104061006	PASS	Neisseria meningitidis		
SAMEA1523194	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3506971	PASS	Neisseria meningitidis		
SAMEA4948389	PASS	Neisseria meningitidis		
SAMEA4948472	PASS	Neisseria meningitidis		
SAMEA4948597	PASS	Neisseria meningitidis		
SAMEA115182296	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA1677357	PASS	Neisseria meningitidis		
SAMEA1706822	PASS	Neisseria meningitidis		
SAMEA7741054	PASS	Neisseria meningitidis		
SAMEA7838529	PASS	Neisseria meningitidis		
SAMEA8114145	PASS	Neisseria meningitidis		
SAMN29757069	PASS	Neisseria meningitidis	USA	2016
SAMN35340360	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA111425872	PASS	Neisseria meningitidis		
SAMEA112857068	PASS	Neisseria meningitidis		
SAMEA3497530	PASS	Neisseria meningitidis		
SAMEA4948848	PASS	Neisseria meningitidis		
SAMEA7838571	PASS	Neisseria meningitidis		
SAMEA8114114	PASS	Neisseria meningitidis		
SAMN42000669	SYLPH_RESULTS_FAIL	unknown	Belgium	2016-08-28
SAMEA104105462	PASS	Neisseria meningitidis		
SAMEA1706931	PASS	Neisseria meningitidis		
SAMEA4948171	PASS	Neisseria meningitidis		
SAMN29756985	PASS	Neisseria meningitidis	USA	2015
SAMEA2074745	PASS	Neisseria meningitidis		
SAMEA7838473	PASS	Neisseria meningitidis		
SAMEA7838833	PASS	Neisseria meningitidis		
SAMN10275976	PASS	Neisseria meningitidis	Not applicable	2013
SAMN29756992	PASS	Neisseria meningitidis	USA	2015
SAMEA111347424	SYLPH_RESULTS_FAIL	unknown	Norway	2011-10-03
SAMEA3503407	SYLPH_RESULTS_FAIL	unknown		
SAMEA2674104	PASS	Neisseria meningitidis		
SAMEA4719151	PASS	Neisseria meningitidis		
SAMEA4948093	PASS	Neisseria meningitidis		
SAMEA6574434	PASS	Neisseria meningitidis		
SAMEA7838363	PASS	Neisseria meningitidis		
SAMEA1011891	PASS	Neisseria meningitidis		
SAMEA111347431	PASS	Neisseria meningitidis	Norway	2011-12-14
SAMEA1706936	PASS	Neisseria meningitidis		
SAMEA1904421	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3503138	PASS	Neisseria meningitidis		
SAMEA7838994	PASS	Neisseria meningitidis		
SAMN09011349	PASS	Neisseria meningitidis	USA	2014
SAMN09011538	PASS	Neisseria meningitidis	USA	2011
SAMEA2674404	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948611	PASS	Neisseria meningitidis		
SAMEA4948715	PASS	Neisseria meningitidis		
SAMEA7838690	PASS	Neisseria meningitidis		
SAMEA113563118	PASS	Neisseria meningitidis		
SAMEA4948359	PASS	Neisseria meningitidis		
SAMEA8114077	PASS	Neisseria meningitidis		
SAMEA104482988	PASS	Neisseria meningitidis		
SAMEA5749046	PASS	Neisseria meningitidis		
SAMEA111347800	PASS	Neisseria meningitidis	Norway	2008-05-17
SAMEA112857019	PASS	Neisseria meningitidis		
SAMEA2674498	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA678417	PASS	Neisseria meningitidis		
SAMEA7740985	PASS	Neisseria meningitidis		
SAMEA8114088	PASS	Neisseria meningitidis		
SAMN29407114	PASS	Neisseria meningitidis	USA	2001
SAMN35339247	PASS	Neisseria meningitidis	New Zealand	1991
SAMEA115805637	CHECKM2_MAX_CONTAM,MAX_CONTIG_NUM	Neisseria meningitidis	United Kingdom	2019
SAMEA4495674	PASS	Neisseria meningitidis		
SAMEA8114056	PASS	Neisseria meningitidis		
SAMN44030990	PASS	Neisseria meningitidis	New Zealand	2010
SAMEA4948081	PASS	Neisseria meningitidis		
SAMEA8114372	PASS	Neisseria meningitidis		
SAMN44030959	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA104105352	PASS	Neisseria meningitidis		
SAMEA2674099	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA6226994	PASS	Neisseria meningitidis		
SAMEA115182349	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA7765490	PASS	Neisseria meningitidis		
SAMEA8114326	PASS	Neisseria meningitidis		
SAMEA8114358	PASS	Neisseria meningitidis		
SAMN14500633	PASS	Neisseria meningitidis	USA	2015
SAMEA4948427	PASS	Neisseria meningitidis		
SAMEA6538817	PASS	Neisseria meningitidis		
SAMN44030952	PASS	Neisseria meningitidis	New Zealand	2005
SAMEA111347570	PASS	Neisseria meningitidis	Norway	2000-08-26
SAMEA12303290	PASS	Neisseria meningitidis		
SAMEA2299210	PASS	Neisseria meningitidis		
SAMEA2674465	PASS	Neisseria meningitidis		
SAMEA4948079	PASS	Neisseria meningitidis		
SAMEA4948858	PASS	Neisseria meningitidis		
SAMEA112857050	PASS	Neisseria meningitidis		
SAMEA3507042	PASS	Neisseria meningitidis		
SAMEA3661931	PASS	Neisseria meningitidis		
SAMEA4719362	PASS	Neisseria meningitidis		
SAMEA6587161	PASS	Neisseria meningitidis		
SAMEA7838494	PASS	Neisseria meningitidis		
SAMN29407274	PASS	Neisseria meningitidis	USA	2006
SAMEA37558168	PASS	Neisseria meningitidis		
SAMEA4948327	PASS	Neisseria meningitidis		
SAMEA7838821	PASS	Neisseria meningitidis		
SAMEA8497670	PASS	Neisseria meningitidis		
SAMEA103982728	PASS	Neisseria meningitidis		
SAMEA1677486	PASS	Neisseria meningitidis		
SAMEA4027889	PASS	Neisseria meningitidis		
SAMEA5757445	PASS	Neisseria meningitidis		
SAMEA7838723	PASS	Neisseria meningitidis		
SAMEA5661339	PASS	Neisseria meningitidis		
SAMEA7741013	PASS	Neisseria meningitidis		
SAMN14500945	PASS	Neisseria meningitidis	USA	2015
SAMN25819700	PASS	Neisseria meningitidis	New Zealand	2020
SAMEA4948477	PASS	Neisseria meningitidis		
SAMEA5577980	PASS	Neisseria meningitidis		
SAMEA7838562	PASS	Neisseria meningitidis		
SAMN13450731	PASS	Neisseria meningitidis	New Zealand	2013
SAMN14469661	PASS	Neisseria meningitidis	USA	2015
SAMN29407105	PASS	Neisseria meningitidis	USA	2003
SAMEA2674155	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948520	PASS	Neisseria meningitidis		
SAMEA6538698	PASS	Neisseria meningitidis		
SAMEA7838977	PASS	Neisseria meningitidis		
SAMN14500899	PASS	Neisseria meningitidis	USA	2015
SAMN29757112	PASS	Neisseria meningitidis	USA	2016
SAMN42001068	PASS	Neisseria meningitidis	Belgium	2022-03-30
SAMEA114226776	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA3502962	PASS	Neisseria meningitidis		
SAMEA4948418	PASS	Neisseria meningitidis		
SAMEA5749258	PASS	Neisseria meningitidis		
SAMEA7838380	PASS	Neisseria meningitidis		
SAMEA7838765	PASS	Neisseria meningitidis		
SAMEA7838831	PASS	Neisseria meningitidis		
SAMEA7838912	PASS	Neisseria meningitidis		
SAMEA2674311	PASS	Neisseria meningitidis		
SAMEA4719400	PASS	Neisseria meningitidis		
SAMEA8114086	PASS	Neisseria meningitidis		
SAMN29407264	PASS	Neisseria meningitidis	USA	2006
SAMN33905226	PASS	Neisseria meningitidis	USA	2023
SAMN36745808	PASS	Neisseria meningitidis	USA: Florida	2022-12-09
SAMN47117342	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMN47447637	CHECKM2_MAX_CONTAM,MAX_CONTIG_NUM,MIN_N50,SYLPH_RESULTS_FAIL	unknown	Australia	2022
SAMEA5749024	PASS	Neisseria meningitidis		
SAMEA5749116	PASS	Neisseria meningitidis		
SAMN15162624	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA104416873	PASS	Neisseria meningitidis		
SAMEA111379395	PASS	Neisseria meningitidis		
SAMEA1522912	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA37554418	PASS	Neisseria meningitidis		
SAMEA4948307	PASS	Neisseria meningitidis		
SAMEA4948815	PASS	Neisseria meningitidis		
SAMEA4948420	PASS	Neisseria meningitidis		
SAMEA4948669	PASS	Neisseria meningitidis		
SAMN35339251	PASS	Neisseria meningitidis	New Zealand	1991
SAMEA4361402	PASS	Neisseria meningitidis		
SAMEA4947977	PASS	Neisseria meningitidis		
SAMEA4948773	PASS	Neisseria meningitidis		
SAMEA7838406	PASS	Neisseria meningitidis		
SAMEA114652737	PASS	Neisseria meningitidis	Norway	2023
SAMEA2674163	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3432295	PASS	Neisseria meningitidis		
SAMEA3503816	SYLPH_RESULTS_FAIL	unknown		
SAMEA104354112	PASS	Neisseria meningitidis	New Zealand	1996
SAMEA1523123	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA3504014	PASS	Neisseria meningitidis		
SAMEA7838573	PASS	Neisseria meningitidis		
SAMEA7838643	PASS	Neisseria meningitidis		
SAMN14501126	PASS	Neisseria meningitidis	USA	2015
SAMN14501203	PASS	Neisseria meningitidis	USA	2015
SAMEA1706928	PASS	Neisseria meningitidis		
SAMEA2673830	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3503619	PASS	Neisseria meningitidis		
SAMEA5757487	PASS	Neisseria meningitidis		
SAMEA7838455	PASS	Neisseria meningitidis		
SAMEA7838889	PASS	Neisseria meningitidis		
SAMN14500675	PASS	Neisseria meningitidis	USA	2015
SAMN26138019	PASS	Neisseria meningitidis	Taiwan	2010-10-02
SAMEA1401870	PASS	Neisseria meningitidis		
SAMEA1522932	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2673964	PASS	Neisseria meningitidis		
SAMEA6102737	PASS	Neisseria meningitidis		
SAMEA6574471	PASS	Neisseria meningitidis		
SAMEA111347637	PASS	Neisseria meningitidis	Norway	2002-01-08
SAMEA111347722	PASS	Neisseria meningitidis	Norway	2004-02-05
SAMEA4948011	PASS	Neisseria meningitidis		
SAMEA4948648	PASS	Neisseria meningitidis		
SAMEA4948768	PASS	Neisseria meningitidis		
SAMEA7838885	PASS	Neisseria meningitidis		
SAMN09011299	PASS	Neisseria meningitidis	USA	2015
SAMEA1904493	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674198	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4504323	PASS	Neisseria meningitidis		
SAMEA4948479	PASS	Neisseria meningitidis		
SAMEA7838861	PASS	Neisseria meningitidis		
SAMEA8114072	PASS	Neisseria meningitidis		
SAMEA1402070	PASS	Neisseria meningitidis		
SAMEA2674540	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3109191	PASS	Neisseria meningitidis		
SAMEA4948636	PASS	Neisseria meningitidis		
SAMEA4948712	PASS	Neisseria meningitidis		
SAMEA678152	PASS	Neisseria meningitidis		
SAMEA7838939	PASS	Neisseria meningitidis		
SAMN41083605	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMEA2673945	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948710	PASS	Neisseria meningitidis		
SAMEA7740978	PASS	Neisseria meningitidis		
SAMN14501294	PASS	Neisseria meningitidis	USA	2015
SAMN29126944	PASS	Neisseria meningitidis	New Zealand	2021
SAMEA111509747	PASS	Neisseria meningitidis		
SAMEA1522864	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4948286	PASS	Neisseria meningitidis		
SAMEA4948293	PASS	Neisseria meningitidis		
SAMEA5661140	PASS	Neisseria meningitidis		
SAMEA8114402	PASS	Neisseria meningitidis		
SAMEA8114412	PASS	Neisseria meningitidis		
SAMEA3503957	PASS	Neisseria meningitidis		
SAMEA4361316	PASS	Neisseria meningitidis		
SAMN29407268	PASS	Neisseria meningitidis	USA	2006
SAMEA104354118	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA111347673	PASS	Neisseria meningitidis	Norway	2002-02-26
SAMEA1904530	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA3503672	PASS	Neisseria meningitidis		
SAMEA4948350	PASS	Neisseria meningitidis		
SAMEA4948607	PASS	Neisseria meningitidis		
SAMEA678091	PASS	Neisseria meningitidis		
SAMEA7838537	PASS	Neisseria meningitidis		
SAMD00286457	PASS	Neisseria meningitidis	Japan:Hokkaido	2017-03-17
SAMEA3503264	PASS	Neisseria meningitidis		
SAMEA4947920	PASS	Neisseria meningitidis		
SAMEA4948020	PASS	Neisseria meningitidis		
SAMEA7741166	PASS	Neisseria meningitidis		
SAMEA7838423	PASS	Neisseria meningitidis		
SAMEA8114122	PASS	Neisseria meningitidis		
SAMEA8114314	PASS	Neisseria meningitidis		
SAMEA3879264	PASS	Neisseria meningitidis		
SAMEA4948731	PASS	Neisseria meningitidis		
SAMEA8114417	PASS	Neisseria meningitidis		
SAMEA2820876	PASS	Neisseria meningitidis		
SAMEA3946972	PASS	Neisseria meningitidis		
SAMEA4532288	PASS	Neisseria meningitidis		
SAMEA4719490	PASS	Neisseria meningitidis		
SAMEA6227151	PASS	Neisseria meningitidis		
SAMEA6538696	PASS	Neisseria meningitidis		
SAMEA7838836	PASS	Neisseria meningitidis		
SAMEA8114197	PASS	Neisseria meningitidis		
SAMEA2553525	PASS	Neisseria meningitidis		
SAMEA4386551	PASS	Neisseria meningitidis		
SAMEA4948392	PASS	Neisseria meningitidis		
SAMEA4948511	PASS	Neisseria meningitidis		
SAMEA8114227	PASS	Neisseria meningitidis		
SAMEA8114308	PASS	Neisseria meningitidis		
SAMEA1677361	PASS	Neisseria meningitidis		
SAMEA5757482	PASS	Neisseria meningitidis		
SAMEA104364954	PASS	Neisseria meningitidis		
SAMEA5403293	PASS	Neisseria meningitidis	Czech Republic	2017-05
SAMN08874938	SYLPH_RESULTS_FAIL	unknown	New Zealand	1991
SAMEA4947993	PASS	Neisseria meningitidis		
SAMEA7838996	PASS	Neisseria meningitidis		
SAMEA8114328	PASS	Neisseria meningitidis		
SAMN15162627	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA3503837	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948214	PASS	Neisseria meningitidis		
SAMEA7838417	PASS	Neisseria meningitidis		
SAMN06145017	PASS	Neisseria meningitidis	USA	2015
SAMEA114226790	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2674253	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA5749263	PASS	Neisseria meningitidis		
SAMEA7838273	PASS	Neisseria meningitidis		
SAMEA1523035	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2271740	PASS	Neisseria meningitidis		
SAMEA4028085	PASS	Neisseria meningitidis		
SAMEA4504376	PASS	Neisseria meningitidis		
SAMEA4948196	PASS	Neisseria meningitidis		
SAMEA7838769	PASS	Neisseria meningitidis		
SAMEA8114271	PASS	Neisseria meningitidis		
SAMEA111509701	PASS	Neisseria meningitidis		
SAMEA4948000	PASS	Neisseria meningitidis		
SAMEA4948753	PASS	Neisseria meningitidis		
SAMEA8114147	PASS	Neisseria meningitidis		
SAMN13450796	PASS	Neisseria meningitidis	New Zealand	2014
SAMEA104482912	PASS	Neisseria meningitidis		
SAMEA115807247	PASS	Neisseria meningitidis	Ireland	2023
SAMEA2271553	PASS	Neisseria meningitidis		
SAMEA3947109	PASS	Neisseria meningitidis		
SAMEA4948047	PASS	Neisseria meningitidis		
SAMEA4948411	PASS	Neisseria meningitidis		
SAMEA8114210	PASS	Neisseria meningitidis		
SAMEA3109112	PASS	Neisseria meningitidis		
SAMEA4948856	PASS	Neisseria meningitidis		
SAMEA7741058	PASS	Neisseria meningitidis		
SAMEA104416817	PASS	Neisseria meningitidis		
SAMEA2820744	PASS	Neisseria meningitidis		
SAMEA3947065	PASS	Neisseria meningitidis		
SAMEA1523121	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4948084	PASS	Neisseria meningitidis		
SAMEA8114405	PASS	Neisseria meningitidis		
SAMEA2271357	PASS	Neisseria meningitidis		
SAMEA2271367	PASS	Neisseria meningitidis		
SAMEA3507016	PASS	Neisseria meningitidis		
SAMEA4948675	PASS	Neisseria meningitidis		
SAMEA7838314	PASS	Neisseria meningitidis		
SAMEA7838743	PASS	Neisseria meningitidis		
SAMEA8497796	PASS	Neisseria meningitidis		
SAMN37720275	PASS	Neisseria meningitidis	China: Jiangsu	2010
SAMEA2674524	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948430	PASS	Neisseria meningitidis		
SAMEA7838365	PASS	Neisseria meningitidis		
SAMN14469724	PASS	Neisseria meningitidis	USA	2015
SAMEA111347799	PASS	Neisseria meningitidis	Norway	2007-02-25
SAMEA3503946	PASS	Neisseria meningitidis		
SAMN25819692	PASS	Neisseria meningitidis	New Zealand	2020
SAMN44030980	PASS	Neisseria meningitidis	New Zealand	2007
SAMEA111425981	PASS	Neisseria meningitidis		
SAMEA2271339	PASS	Neisseria meningitidis		
SAMEA6227534	PASS	Neisseria meningitidis		
SAMN29757107	PASS	Neisseria meningitidis	USA	2016
SAMN38502788	PASS	Neisseria meningitidis	Australia: Sydney	2021
SAMEA4948249	PASS	Neisseria meningitidis		
SAMEA5244718	PASS	Neisseria meningitidis	United Kingdom	2008/2009
SAMEA8497872	PASS	Neisseria meningitidis		
SAMN29126946	PASS	Neisseria meningitidis	New Zealand	2021
SAMN41083598	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMEA2674282	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948841	PASS	Neisseria meningitidis		
SAMN06145050	PASS	Neisseria meningitidis	USA	2015
SAMN35340351	PASS	Neisseria meningitidis	New Zealand	2022
SAMN42000628	PASS	Neisseria meningitidis	Belgium	2016-02-24
SAMEA2674523	PASS	Neisseria meningitidis		
SAMEA4063220	PASS	Neisseria meningitidis		
SAMEA4947983	PASS	Neisseria meningitidis		
SAMEA4948110	PASS	Neisseria meningitidis		
SAMEA4948666	PASS	Neisseria meningitidis		
SAMEA4948727	PASS	Neisseria meningitidis		
SAMEA7741044	PASS	Neisseria meningitidis		
SAMN41083603	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMEA1904574	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA3109214	PASS	Neisseria meningitidis		
SAMN01055162	META_FAIL	Neisseria meningitidis		
SAMEA1530174	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2299025	PASS	Neisseria meningitidis		
SAMEA3481587	PASS	Neisseria meningitidis		
SAMEA8114299	PASS	Neisseria meningitidis		
SAMN44030964	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA104482984	PASS	Neisseria meningitidis		
SAMEA3689756	PASS	Neisseria meningitidis		
SAMEA5749224	PASS	Neisseria meningitidis		
SAMEA6227726	PASS	Neisseria meningitidis		
SAMN29407181	PASS	Neisseria meningitidis	USA	2004
SAMEA7838429	PASS	Neisseria meningitidis		
SAMEA8114103	PASS	Neisseria meningitidis		
SAMN35339257	PASS	Neisseria meningitidis	New Zealand	1991
SAMEA103982764	PASS	Neisseria meningitidis		
SAMEA2674431	PASS	Neisseria meningitidis		
SAMEA2820888	PASS	Neisseria meningitidis		
SAMEA5747880	PASS	Neisseria meningitidis		
SAMEA7838725	PASS	Neisseria meningitidis		
SAMEA2820850	PASS	Neisseria meningitidis		
SAMEA5539626	PASS	Neisseria meningitidis		
SAMEA678217	PASS	Neisseria meningitidis		
SAMEA7838892	PASS	Neisseria meningitidis		
SAMN08874912	PASS	Neisseria meningitidis	Norway	1988
SAMEA2674062	PASS	Neisseria meningitidis		
SAMEA3432159	PASS	Neisseria meningitidis		
SAMEA3507230	PASS	Neisseria meningitidis		
SAMEA4442298	PASS	Neisseria meningitidis		
SAMEA4948295	PASS	Neisseria meningitidis		
SAMEA111347768	PASS	Neisseria meningitidis	Norway	2006-11-11
SAMEA37641418	PASS	Neisseria meningitidis		
SAMEA6574447	PASS	Neisseria meningitidis		
SAMEA8114217	PASS	Neisseria meningitidis		
SAMEA8497861	PASS	Neisseria meningitidis		
SAMN17286665	PASS	Neisseria meningitidis	USA: Maryland	2007
SAMN32815547	PASS	Neisseria meningitidis	USA	2016
SAMEA115428223	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA29836918	PASS	Neisseria meningitidis		
SAMEA3432070	PASS	Neisseria meningitidis		
SAMEA7838449	PASS	Neisseria meningitidis		
SAMN17286436	PASS	Neisseria meningitidis	USA: Georgia	2006
SAMEA2674263	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948252	PASS	Neisseria meningitidis		
SAMEA678095	PASS	Neisseria meningitidis		
SAMEA7740990	PASS	Neisseria meningitidis		
SAMEA7838819	PASS	Neisseria meningitidis		
SAMEA3503215	SYLPH_RESULTS_FAIL	unknown		
SAMEA7838649	PASS	Neisseria meningitidis		
SAMEA8114228	PASS	Neisseria meningitidis		
SAMN14500791	PASS	Neisseria meningitidis	USA	2015
SAMEA103982823	PASS	Neisseria meningitidis		
SAMEA3503446	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948342	PASS	Neisseria meningitidis		
SAMEA4948824	PASS	Neisseria meningitidis		
SAMEA8114092	PASS	Neisseria meningitidis		
SAMN08199184	PASS	Neisseria meningitidis	USA	2013
SAMN09011448	PASS	Neisseria meningitidis	USA	2012
SAMEA103982724	PASS	Neisseria meningitidis		
SAMEA114226807	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA4948644	PASS	Neisseria meningitidis		
SAMEA7838400	PASS	Neisseria meningitidis		
SAMEA7838710	PASS	Neisseria meningitidis		
SAMN13451029	PASS	Neisseria meningitidis	New Zealand	2018
SAMEA103982735	PASS	Neisseria meningitidis		
SAMEA1706895	PASS	Neisseria meningitidis		
SAMEA2674111	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3432071	PASS	Neisseria meningitidis		
SAMEA4947986	PASS	Neisseria meningitidis		
SAMEA4948108	PASS	Neisseria meningitidis		
SAMEA7838607	PASS	Neisseria meningitidis		
SAMEA7838792	PASS	Neisseria meningitidis		
SAMEA2271624	PASS	Neisseria meningitidis		
SAMEA4948499	PASS	Neisseria meningitidis		
SAMEA4948840	PASS	Neisseria meningitidis		
SAMEA7838922	PASS	Neisseria meningitidis		
SAMEA8114390	PASS	Neisseria meningitidis		
SAMN14469367	PASS	Neisseria meningitidis	USA	2016
SAMN14469442	PASS	Neisseria meningitidis	USA	2016
SAMN29407289	PASS	Neisseria meningitidis	USA	2007
SAMEA4028028	PASS	Neisseria meningitidis		
SAMEA4948782	PASS	Neisseria meningitidis		
SAMEA5748005	PASS	Neisseria meningitidis		
SAMEA6574469	PASS	Neisseria meningitidis		
SAMEA8114391	PASS	Neisseria meningitidis		
SAMEA2674144	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4719171	PASS	Neisseria meningitidis		
SAMEA4948776	PASS	Neisseria meningitidis		
SAMN29126945	PASS	Neisseria meningitidis	New Zealand	2021
SAMN29756917	PASS	Neisseria meningitidis	USA	2015
SAMN29756922	PASS	Neisseria meningitidis	USA	2015
SAMN36745810	PASS	Neisseria meningitidis	USA: Florida	2022-12-26
SAMEA104483006	PASS	Neisseria meningitidis		
SAMEA1523177	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2673839	PASS	Neisseria meningitidis		
SAMEA4948720	PASS	Neisseria meningitidis		
SAMN14501080	PASS	Neisseria meningitidis	USA	2015
SAMN25819718	PASS	Neisseria meningitidis	New Zealand	2020
SAMN44030951	PASS	Neisseria meningitidis	New Zealand	2005
SAMEA2271493	PASS	Neisseria meningitidis		
